// 각 줄에서 겹슬래시 "//" 및 별슬래시 "/*"에 이어지는 텍스트는 모두 주석으로 취급됩니다.
// 번역 파일에 별슬래시를 사용하여 주석을 작성하면 추출 파일에도 가능한 보존됩니다.
// "//*"와 같이 사용하면 겹슬래시로 취급됩니다.
// 
// 이름 추출시 아래와 같은 형태로 기록됩니다.
// 
// 키(원본 이름)->활성 이름
// 
// 키: 각 이름을 참조하는 고유값입니다. 다르거나 잘못 기입하면 번역이 적용되지 않습니다.
// 원본 이름: 키가 가리키는 원래 이름입니다.
// 활성 이름: 추출 시점에서 해당하는 키에 적용된 이름입니다. 이 부분을 수정한 파일을 정해진 경로에 위치시키면 림월드 실행 시 해당 이름으로 번역됩니다.
// 
// 이름은 "이름 [별명] 성" 세트로 구성되거나 단일 낱말입니다.
// 이름의 각 구성 요소 내부의 공백은 반영되나, 양 끝의 공백은 제거됩니다.
// 예를 들어, 별명 부분이 "  슝 좍  " 인 경우 "슝 좍"으로 적용됩니다.
// 
// 추출된 이름은 번역 파일 내에서 활성 이름을 기준으로
// 1. 각 요소가 모두 원본과 다른 이름 (완전히 번역된 이름)
// 2. 이름과 성은 원본과 다르지만 별명만 같은 이름
// 3. 이름이나 성 중 하나라도 원본과 같은 이름
// 순서로 정렬됩니다.
// 
// 번역 파일의 위치는 '모드 폴더/Languages/사용 언어 폴더/Strings/Names' 이며, 파일 이름은 변경되어선 안됩니다.

// 1. [Fully Translated]
60dc9de6(Kyphis [Bard] Talrathian)->카이피스 [바드] 탈라시안
df7c5f7b(Dylan [Dylan] Voyda)->딜런 [딜런] 보이다
c64040fa(Vladislav [Valor] Kulak)->블라디슬라프 [밸러] 쿨라크
5276779d(Xie [Ming] Qiu)->셰 [밍] 추
5c204063(Joshua [Josh] Rodriguez)->조슈아 [조쉬] 로드리게스
cb6b9709(Nicholas [Nick] Kowalski)->니콜라스 [닉] 코왈스키
3c412865(Adam [Adam] Hiley)->아담 [아담] 힐리
52bccfa5(Jonathan [Grev] Grevenow)->조너선 [그레브] 그레베노우
9bed7ca0(Nicholas [Nick] Soileau)->니콜라스 [닉] 스와로
10395869(Jim [J-Bo] Bowen)->짐 [J-보] 보웬
e3eecfdb(Daniil [Sazen] Knyazev)->다닐 [사젠] 크냐제프
e0b39fff(Jordan [Mav] Levy)->조던 [마브] 레비
789c876e(Eowald [Frombach] Frombach)->에오발트 [프롬바흐] 프롬바흐
2097058e(Ian [Elfont] Elfont)->이안 [엘폰트] 엘폰트
7f5ad2bf(Cam [Camo] Gaitely)->캠 [카모] 게이틀리
bab2fd77(Adam [Adam] Tjernström)->아담 [아담] 셰른스트룀
b652a5c0(Raphael [Juda] Ghidini)->라파엘 [유다] 기디니
6d57d3e9(Falk [Buddy] Wetzel)->팔크 [버디] 베첼
a6d4eaa3(David [Ri] Nelly)->데이비드 [리] 넬리
ea88597b(Marcel [Marcel] Peters)->마르셀 [마르셀] 피터스
80d8da50(Patrick [Pat] Bird)->패트릭 [패트] 버드
db06d13e(Brendan [Brendan] Russell)->브렌던 [브렌던] 러셀
2ee75dad(Alfredo [Freddy] Brown)->알프레도 [프레디] 브라운
4a9ffc48(George [Munteanu] Munteanu)->조지 [문테아누] 문테아누
b24f4e44(Chris [Source] Tustin)->크리스 [소스] 터스틴
24b899e9(Joe [Joe] Johnson)->조 [조] 존슨
35e4705d(Kenshi [Taki] Takiyama)->켄시 [타키] 타키야마
57f4549c(Jonas [Nilsson] Nilsson)->조나스 [닐슨] 닐슨
606f67bf(Christopher [Davidson] Davidson)->크리스토퍼 [데이비슨] 데이비슨
78f52c2b(Ronnie [Peanut] Haddock)->로니 [땅콩] 해덕
9c2f5a8e(JunHao [Fengyun] Liang)->쥔하오 [펑윈] 량
a4d5c837(Jacob [Jake] Bridge)->제이콥 [제이크] 브릿지
6a7c4d1a(Daniil [Dezaight] Bugaev)->다닐 [데자이트] 부가예프
169fe691(Oleg [Anatoliev] Anatoliev)->올레크 [아나톨리예프] 아나톨리예프
d809a952(Matt [Slade] Slade)->매트 [슬레이드] 슬레이드
ec99938e(Robert [Robi] Biese)->로베르트 [로비] 비제
ff0e3cd3(Kantapol [Tae] Sitthipanya)->깐타폰 [태] 싯티파냐
45278667(Carsten [Holmskov] Holmskov)->카르스텐 [홀름스코프] 홀름스코프
94d2d3ca(Will [Biggles] Mason)->윌 [비글스] 메이슨
d041e91d(Michael [Farry] Goodenough)->마이클 [패리] 굿이너프
2594ee4a(Denis [Denjo] Kumpel)->데니스 [덴조] 쿰펠
3937148c(Austin [Austin] Ramirez)->오스틴 [오스틴] 라미레스
67d1e058(Christopher [Chris] Holden)->크리스토퍼 [크리스] 홀든
246b78f1(Rath [Rath] Tibron)->라스 [라스] 티브론
9f31c3e6(Andree [Tegemo] Tegemo)->안드리 [테게모] 테게모
8cc6f136(Anil [Anitmak] Anitmak)->아닐 [아니트마크] 아니트마크
281675a8(Oliver [Big] Curtis)->올리버 [빅] 커티스
e65ebee6(Damien [Dada] Thumerel)->다미앵 [다다] 튀메렐
441b3b5f(Hamzah [Hamzah] Khan)->함자 [함자] 칸
47991ea5(Jon [Jhon] Barker)->존 [존] 바커
7a2afb85(Dimas [Dimas] Junior)->디마스 [디마스] 주니어
d2b23177(Kona [Crow] Crow)->코나 [크로우] 크로우
6eb472ca(Cameron [Beef] Hameron)->캐머런 [소고기] 하메론
e608482b(Daniel [Linky] Slonaker)->다니엘 [링키] 슬로네이커
53d67f2d(Yeong [Yeong] Lee)->영 [영] 리
1054b874(Nick [Snowy] White)->닉 [스노위] 화이트
8d6cc1a8(Tyler [Cold] McGlynn)->타일러 [콜드] 맥글린
6e1f8a6f(Xu [Xu] Zhi Lin)->쉬 [쉬] 즈 린
84b1b8a4(Alex [Alex] Blackham)->알렉스 [알렉스] 블랙햄
0caf84fc(Yunxing [Tian] Tian)->윈싱 [톈] 톈
cad31714(Erdinc [Erdinc] Oter)->에르딘지 [에르딘지] 오테르
9f0260a1(Laphonso [Laptop] Toppsfield)->라폰소 [랩탑] 탑스필드
e41cfe41(Caleb [Lebster] Brown)->칼렙 [렙스터] 브라운
db97dc1a(Milagro [Milly] Nava)->밀라그로 [밀리] 나바
e415574a(Joshua [Josh] Osborne)->조슈아 [조쉬] 오스본
88c2dde4(Matthew [Matthias] Hardesty)->매튜 [마티아스] 하데스티
0cae2c0e(Marko [Mace] Lexx)->마르코 [메이스] 렉스
8c7618e2(Zan [Zan] Darlton)->잔 [잔] 달튼
e0a9a853(Logan [Logan] Lopez)->로건 [로페스] 로페스
1f5a37e3(Ryan [Ram] Maffucci)->라이언 [램] 마푸치
f29e212f(James [James] Eade)->제임스 [제임스] 이드
2a853639(Ziyi [Felix] Wang)->쯔이 [펠릭스] 왕
387bca02(Egor [Repnikov] Chonky)->예고르 [레프니코프] 촌키
5baf1a4e(Zhilin [Guo] Guo)->즈린 [궈] 궈
b4599062(David [David] Daniel)->데이비드 [데이비드] 다니엘
380629a4(Janik [Janik] Albers)->야닉 [야닉] 알버스
898d0eb6(Johnny [Garcia] Garcia)->조니 [가르시아] 가르시아
8771fdd4(Stefan [Schnurri] Schnurrer)->슈테판 [슈누리] 슈누러
e7f65651(Aurélien [Aurélien] Bouessé)->오렐리앙 [오렐리앙] 부에세
5aedc2ab(Andy [Smit] Smith)->앤디 [스밋] 스미스
8c4d161a(Joseph [Siva] Richards)->조셉 [시바] 리처즈
4ebf33aa(Zac [Snacky] Carter)->잭 [스내키] 카터
f5d5390e(Cihan [Towery] Towery)->지한 [타워리] 타워리
f535c9d2(Djimaro [Djimaro] Mosch)->지마로 [지마로] 모쉬
1f07e5f7(Robert [Robert] Veitch)->로버트 [로버트] 베이치
d833f74e(Zeith [Zeith] Panoff)->제이스 [제이스] 파노프
6138b78a(Shaojun [Guo] Shen)->샤오쥔 [궈] 션
63b76719(Thomas [Justice] Siegl)->토마스 [저스티스] 지글
6694677d(Ryan [Sam] Ismail)->라이언 [샘] 이스마일
4618e394(Jason [Law] Law)->제이슨 [로] 로
f00f9944(Andrew [Squirrel] Carroll)->앤드루 [다람쥐] 캐럴
4b073e1f(Brad [Draco] Cheyne)->브래드 [드라코] 체인
352cc09b(Derrian [Admiral] Mortain)->데리안 [제독] 모르탱
4286cd95(Timo [Timo] Strueker)->티모 [티모] 스트뤼커
3e1c4f49(Iggy [Djoa] Gast)->이기 [조아] 가스트
1c2404c5(Andreas [Drew] Gunawan)->안드레아스 [드루] 구나완
adeeca4c(Tolwin [Brain] Wilson)->톨윈 [브레인] 윌슨
3203503d(Steve [Syko] Sykes)->스티브 [사이코] 사익스
8c1e8593(Kyle [Keel] Jergovich)->카일 [킬] 예르고비치
4dcdcc8e(Steven [Shrimp] Wilson)->스티븐 [쉬림프] 윌슨
8a0280ec(Stuart [Stuart] Armour)->스튜어트 [스튜어트] 아머
9d915343(Alejandro [Janosky] Collarte)->알레한드로 [야노스키] 콜라르트
bd5bc356(James [Tall] Hall)->제임스 [톨] 홀
b8ebc500(Gabriel [Gabe] Chapman)->가브리엘 [게이브] 채프먼
4cdfbd88(Eddie [Edster] Heyne)->에디 [에드스터] 하이네
c8085a72(Ryan [Carroll] Carroll)->라이언 [캐럴] 캐럴
fefcfd94(Dylan [Bread] Llewellyn)->딜런 [빵] 르웰린
af2c1295(Andreas [Dre] De Witte)->안드레아스 [드레] 더 비테
1f24e027(James [Jimbo] Barnes)->제임스 [짐보] 반스
b1ceaca1(Mathias [Mats] Menten)->마티아스 [마츠] 멘텐
6f15147b(Justin [Dusk] Rohrich)->저스틴 [더스크] 로리히
c57ef331(Christopher [Pent] Pentarian)->크리스토퍼 [펜트] 펜타리안
9beb5b8c(Joshua [Joshua] Staszewski)->조슈아 [조슈아] 스타셰프스키
623f1541(Anthony [Alien] Morrison)->앤서니 [에일리언] 모리슨
7c0962b3(Grant [King] King)->그랜트 [킹] 킹
295af43e(Liam [Ross] Ross)->리암 [로스] 로스
1275c817(Andrew [Gothman] Gothman)->앤드루 [고트만] 고트만
4f6c0bd7(Cameron [Cameron] McAllister)->캐머런 [캐머런] 맥알리스터
2e3e1580(Umut [Camper] Furkan)->우무트 [캠퍼] 푸르칸
f6bc67b9(Oliver [Smith] Smith)->올리버 [스미스] 스미스
11dbe5bc(Mickael [Mickey] Lamothe)->미카엘 [미키] 라모테
afc6844b(Gardis [Gardi] Venture)->가디스 [가디] 벤처
01f4e8c7(Brendan [Shortass] Miller)->브렌던 [땅딸보] 밀러
b3b67693(Anson [Fox] Schultz)->앤슨 [여우] 슐츠
1f72f32d(Dylan [Dylan] Fisher)->딜런 [딜런] 피셔
6c24d836(Isaac [Cheeky] Smith)->아이작 [치키] 스미스
6726fcc1(Max [Maxim] Mayer)->맥스 [맥심] 메이어
5350a56b(Matthew [River] Aragon)->매튜 [리버] 아라곤
f657f6a8(Lucas [Luchi] Chikui)->루카스 [루치] 치쿠이
38dc0f1b(Harry [Harry] Foster)->해리 [해리] 포스터
d2a1a2e9(John [John] Strange)->존 [존] 스트레인지
571c52e4(Jesse [Jesse] Chambers)->제시 [제시] 체임버스
1603ad1c(William [Wally] Harper)->윌리엄 [월리] 하퍼
ddeefa26(Ethan [Shane] Mitchell)->이선 [셰인] 미첼
b772e316(Seth [Seth] Walker)->세스 [세스] 워커
ab463c95(Patrick [Pardey] Herbst)->파트리크 [파디] 헤르프스트
38b824b7(Clyde [Junior] Grouser)->클라이드 [주니어] 그라우저
5eae8998(Holman [Franco] Franco)->홀먼 [프랑코] 프랑코
73b305c4(Brice [Kristmann] Kristmann)->브라이스 [크리스트만] 크리스트만
d2f94509(Ryan [Ryan] Roemer)->라이언 [라이언] 뢰머
8973304e(Dan [Cowboy] Hammerson)->댄 [카우보이] 해머슨
4024ca8c(Marshall [Ever] Grubb)->마셜 [에버] 그럽
a52e76af(Nate [Dawg] Stanley)->네이트 [다우그] 스탠리
c34f68c5(Danil [Danzil] Matvienko)->다닐 [단질] 마트비옌코
29ebdcbf(Daniel [Burnham] Burnham)->다니엘 [번햄] 번햄
b2ee9369(Ross [Chubs] Marten)->로스 [첩스] 마르텐
4f0d4eee(Nathan [Nat] Bennett)->네이선 [내트] 베넷
b1dbcd26(Emin [Emin] Basavul)->에민 [에민] 바사불
d679b4f0(Tygo [Koren] Koren)->티호 [코렌] 코렌
2b7e14e0(Deri [Dez] Griffiths)->데리 [데즈] 그리피스
46c4b12e(Lucas [Luc] Brandenburg)->루카스 [뤽] 브란덴부르크
81df33ff(Jason [Dawson] Dawson)->제이슨 [도슨] 도슨
cd9e90bf(Shee [Shee] Shore)->시 [시] 쇼어
46d3ae09(Andrew [Agui] Aguinaldo)->앤드루 [아구이] 아기날도
71f1e3d1(Will [Sunshine] Miller)->윌 [선샤인] 밀러
7a221dc3(Edwardo [Edwardo] Burnworth)->에드와르도 [에드와르도] 번워스
a6ebdc67(Dylan [Dylan] Bergeson)->딜런 [딜런] 베르게슨
51d90463(Benjamin [Gild] Gildmeister)->벤야민 [길트] 길트마이스터
a2eb05c5(Justin [Stin] Taylor)->저스틴 [스틴] 테일러
04b9884c(Bryson [Ley] Ley)->브라이슨 [레이] 레이
7bad4a0f(Ryan [Duarte] Duarte)->라이언 [두아르테] 두아르테
b39db83f(Taylor [Taylor] Shaakan)->테일러 [테일러] 샤아칸
3e95cee2(Diogo [Diogo] Jacinto)->디오고 [디오고] 하신토
da7ecaaa(Korbinian [Korbi] Auhubi)->코르비니안 [코르비] 아우후비
31f0254c(Yuriy [Yuriy] Kobzev)->유리 [유리] 코브제프
71971a96(Manuel [Welz] Welz)->마누엘 [벨츠] 벨츠
16aa666e(Tim [Lango] Lange)->팀 [랭고] 랭
48cecddb(Coleman [Coleman] Swartzfager)->콜먼 [콜먼] 스워츠페이거
fed0b28a(Michael [Tex] McKendree)->마이클 [텍스] 맥켄드리
6620be06(Silviano [Siloch] Ocho)->실비아노 [실로크] 오초
af1b6d2c(Valery [Hyena] Sokolov)->발레리 [하이에나] 소콜로프
ab2bcf82(Jonathan [Mielke] Mielke)->요나탄 [밀케] 밀케
771748a6(Michael [Woodsy] Woods)->마이클 [우드시] 우즈
370cbd2a(Rick [Grey] Stites)->릭 [그레이] 스타이츠
46f83c68(Ivan [Crazan] Shubin)->이반 [크레잔] 슈빈
e02290a0(Aaron [Worrell] Worrell)->에런 [워렐] 워렐
382ce7cc(Scott [Spoon] Remmele)->스콧 [스푼] 레멜레
03ef3077(Jonny [Alex] De-Plague)->조니 [알렉스] 드-플레이그
165f0fb8(Jeff [Ercolani] Ercolani)->제프 [에르콜라니] 에르콜라니
4b9b3f8d(Ben [Plex] Rudy)->벤 [플렉스] 루디
99187d7c(Eli [Blue] Tivy)->엘리 [블루] 티비
52edfa67(Victor [Igor] Immonen)->빅터 [이고르] 임모넨
f7d241c5(Adam [Doc] Baker)->아담 [닥터] 베이커
984ad92b(Magnus [Thorne] Thorne)->매그너스 [쏜] 쏜
1e0c77f9(Jarico [Jarico] Riax)->야리코 [야리코] 리악스
be9f52a2(Joe [Joe] Machian)->조 [조] 마키안
a0d2c74e(Matt [Elmo] Elmore)->매트 [엘모] 엘모어
464bad9d(Gabriel [Gabo] Kozinka)->가브리엘 [가보] 코진카
808ab747(Joe [Shaky] Follmann)->조 [셰이키] 폴만
6be67a01(Jett [Jett] Betterly)->제트 [제트] 베터리
6a53dd41(Nathan [Nathan] Bueche)->네이선 [네이선] 뷔헤
fc691d9b(Tyler [Ty] Molacek)->타일러 [타이] 몰라체크
047c9b99(Ethan [Hasky] Haskard)->이선 [해스키] 해스카드
a3839b37(Kyle [Topper] Topp)->카일 [토퍼] 토프
9808893c(Chai [Cherkasski] Cherkasski)->차이 [체르카스키] 체르카스키
119148fa(Shek [Shek] Ming)->셰크 [셰크] 밍
176d2ea0(Matthew [Mahoo] Young)->매튜 [마후] 영
ea293e94(Zenon [Zensay] Devidts)->제논 [젠세이] 데비츠
7c72c8c0(Ahmet [Amoc] Cemhan)->아흐메트 [아모크] 젬한
af0b56ab(Ryan [Camo] Harrison)->라이언 [카모] 해리슨
2d876a10(Teemu [Pulkkinen] Pulkkinen)->테무 [풀키넨] 풀키넨
17423140(Cameron [Murm] Jones)->캐머런 [머름] 존스
f59c8aa1(Ignotas [Iggy] Lazdauskis)->이그노타스 [이기] 라즈다우스키스
d4dbfc30(Aaron [Aaron] Maxfield)->에런 [에런] 맥스필드
71f9393e(Andreas [Andy] Hellwig)->안드레아스 [앤디] 헬비히
045c4068(Sam [Nev] Neville)->샘 [네브] 네빌
e8ad2b7b(Volkan [Mersinli] Uslu)->볼칸 [메르신리] 우슬루
e9b2af93(Keir [Keir] Cooper)->키어 [키어] 쿠퍼
653034a0(Jackson [Jack] Trevok)->잭슨 [잭] 트레복
32ee68f8(James [Mooney] Mooney)->제임스 [무니] 무니
f886d99a(Janos [Matya] Mathiasowsky)->야노스 [마챠] 마티아소프스키
d06172ff(Jacob [Jake] O'Connor)->제이콥 [제이크' 오] 코너
adf067cd(Serhii [Serhii] Kutsenko)->세르히 [세르히] 쿠첸코
7ae4f387(Samson [Bucket] Beech-Ham)->샘슨 [버킷] 비치-햄
a5f9ebcf(SeungWoo [Samual] Lee)->승우 [사무엘] 이
ca2148ca(Christoffer [Aven] Avenhammar)->크리스토페르 [아벤] 아벤함마르
115f0f0c(Marius [Bear] Valkenet)->마리우스 [곰] 발케넷
fa90906c(William [Will] Mackey)->윌리엄 [윌] 맥키
8c3c09ef(Kai [Kaister] Rosecrans)->카이 [카이스터] 로즈크랜스
375dccdd(Daniel [Salty] Salter)->다니엘 [솔티] 솔터
4e33b56d(Zakeriah [Zak] Bazan)->자케리아 [자크] 바잔
0dc3ba14(Abu [Abu] Bear)->아부 [아부] 베어
8a28f134(Kuan [Kuan] Jia Qing)->콴 [콴] 지아 칭
66822c1f(James [Jimmy] Kingston)->제임스 [지미] 킹스턴
cdd925a2(Emilio [Lemon] Millanis)->에밀리오 [레몬] 밀라니스
1cadc0b8(Cullen [Reeves] Reeves)->컬렌 [리브스] 리브스
1fa5c2dd(Cato [Cato] Alexander)->카토 [카토] 알렉산더
76f4f4f8(Rastlen [Ras] Campbell)->라스틀렌 [라스] 캠벨
1847e86c(Daniel [Toasty] Dunning)->다니엘 [토스티] 더닝
28a8e6f3(Alexander [Alex] Rybin)->알렉산더 [알렉스] 리빈
148a9f38(Tabish [Tabi] Hayat)->타비시 [타비] 하야트
d8cd801a(Ryan [Ginger] Bourassa)->라이언 [진저] 부라사
a9666803(Vorian [Vor] Valor)->보리안 [보르] 밸러
d9b5f68a(Carlos [Duke] Matheus)->카를로스 [듀크] 마테우스
caa5e5f9(Dan [Alderley] Alderley)->댄 [알더레이] 알더레이
f5acfc38(Patrick [Patrick] Slota)->패트릭 [패트릭] 슬로타
3f6560e4(Brian [Brian] Eubanks)->브라이언 [브라이언] 유뱅크스
d6984848(Zdenek [Dohnalek] Dohnalek)->즈데네크 [도흐날레크] 도흐날레크
84dea6af(Mauro [Brodi] Bellinzona)->마우로 [브로디] 벨린조나
8ff117ad(Alessandro [Ale] Esposito)->알레산드로 [알레] 에스포시토
befec040(Arthur [Artzen] Engler)->아서 [아르첸] 엥글러
a207e435(Sergei [Kartin] Kartin)->세르게이 [카르틴] 카르틴
f5d8a171(Hideki [Anthony] Elko)->히데키 [앤서니] 엘코
d168c4ff(Juancho [Santamaria] Santamaria)->후안초 [산타마리아] 산타마리아
5d82d2ce(Jaymen [Jaymen] Laton)->제이먼 [제이먼] 라톤
3c6de86e(Andrew [Handy] Andersen)->앤드루 [핸디] 안데르센
a88848db(Jason [Keckster] Keck)->제이슨 [케크스터] 케크
048a34a5(Redgar [Redgar] Ranger)->레드가 [레드가] 레인저
7b27c7e6(Ryan [Resch] Resch)->라이언 [레쉬] 레쉬
1b76f10b(Michael [Michael] Rebello)->마이클 [마이클] 레벨로
d3f55c5e(Simon [Levet] Levet)->시몽 [르베] 르베
c8b35b63(Paul [Clausen] Clausen)->파울 [클라우젠] 클라우젠
5d1a3cd0(Dante [Dante] Cunningham)->단테 [단테] 커닝햄
4e0d3e31(Matthew [Matt] Swensen)->매튜 [매트] 스웬센
940a3084(Patrick [Patrick] McCullough)->패트릭 [패트릭] 맥컬러
8cdd2706(Ivan [Ivan] Leontev)->이반 [이반] 레온테프
8f11b9bf(Erick [Koga] Koga)->에릭 [코가] 코가
f255f07d(Alex [Chappell] Cappell)->알렉스 [채플] 카펠
de5d3d46(Johannes [John] Lampart)->요하네스 [요한] 람파르트
64916906(Jonas [Jonas] Fjeldstad)->조나스 [조나스] 피엘스타드
54ee0635(Ronald [Ron] Andersen)->로날드 [론] 안데르센
b377532d(Colin [Colin] McKittrick)->콜린 [콜린] 맥키트릭
fc515935(Artem [Krotov] Krotov)->아르템 [크로토프] 크로토프
6e5d1d1a(Wissam [Sam] Heisenberg)->위삼 [샘] 하이젠베르크
224b4c18(Erich [Erich] Lamontagne)->에리히 [에리히] 라몽타뉴
f23ad980(Michael [Salt] Sullivan)->마이클 [솔트] 설리번
a01b4ef9(Raymond [Ray] Cameron)->레이먼드 [레이] 캐머런
e83aab89(Sydney [Pacci] Pacione)->시드니 [파치] 파시오네
64767f93(Michael [Michael] Steinböck)->마이클 [마이클] 슈타인뵈크
d540523e(Kevin [Kev] Howe)->케빈 [케브] 하우
b260db4b(Jurjen [Jurjen] Veen)->위르옌 [위르옌] 빈
8a87b99a(Nicholas [Nick] Panagos)->니콜라스 [닉] 파나고스
6a7a1276(Kristijan [Koscak] Koscak)->크리스티얀 [코스차크] 코스차크
abfab86d(Oliver [Oliver] Swanick)->올리버 [올리버] 스와닉
b4c936bb(Julius [Drake] Drake)->줄리어스 [드레이크] 드레이크
092d1519(Asa [Asa] Hartley)->에이사 [에이사] 하틀리
20d1e99e(Maximilian [Max] Mundell)->막시밀리안 [막스] 먼델
6bcde44b(Tyler [Ty] Bartz)->타일러 [타이] 바르츠
c2595511(John [John] Walker)->존 [존] 워커
8fc5f0b7(Go [Joen] Joen)->고 [조엔] 조엔
8fcd46bc(Rom [Rom] Demakhin)->롬 [롬] 데마킨
a45872a3(Andrew [Andy] Burns)->앤드루 [앤디] 번스
cb990dac(James [James] Currie)->제임스 [제임스] 커리
1ded3825(James [Jamie] Taylour)->제임스 [제이미] 테일러
4473ce67(Nathan [Nath] Barrett)->네이선 [네스] 배럿
64d581ee(Louis [Louis] Leroy)->루이스 [루이스] 리로이
cc3f3213(Donatien [Donatien] Lombaert)->도나티엔 [도나티엔] 롬바르트
3639f97c(Michael [Bernie] Bernabo)->마이클 [베니] 베르나보
04895752(Kenneth [Kenny] Brugonone)->케네스 [케니] 브루고노네
0bdf7868(Robin [Robin] Fyre)->로빈 [로빈] 파이어
2ea27692(Keith [Karch] Karchella)->키스 [카르치] 카르첼라
447c1097(Daniel [Daniel] Wagner)->다니엘 [다니엘] 바그너
95113c7f(Joshua [Josh] Fitzgerald)->조슈아 [조쉬] 피츠제럴드
10383e90(Aaron [Urn] Page)->에런 [항아리] 페이지
4e3af61a(Peter [Moose] DeBeen)->피터 [말코손바닥사슴] 드빈
26f95bf2(Amos [Amy] Burtscher)->아모스 [에이미] 부르처
644efd1f(Jeffrey [Jeffy] Young)->제프리 [제피] 영
512c3ad1(Norbert [Norb] Kormos)->노르베르트 [노르브] 코르모스
7bca0eec(Richard [Richard] Tickler)->리처드 [리처드] 티클러
f0eb731c(Leandro [Lea] Ponce)->레안드로 [레아] 폰세
07286f81(Mathias [Dresch] Drescher)->마티아스 [드레쉬] 드레셔
9535da11(Aidan [Aidan] Sumpter)->에이든 [에이든] 섬프터
b1420aa1(Ole [Ole] Schneider)->올레 [올레] 슈나이더
844dc17d(Viktor [Viktor] Einstrom)->빅토르 [빅토르] 아인스트롬
5a098a2b(Ken [Tack] Tackitt)->켄 [택] 태킷
e139fb4d(Eric [Mumford] Mumford)->에릭 [멈퍼드] 멈퍼드
321a5018(Zebedee [Zeb] Purcell)->제베디 [제브] 퍼셀
f9293634(Moritz [Mo] Sattler)->모리츠 [모] 새틀러
770d3c39(David [David] Stanard)->데이비드 [데이비드] 스태너드
e12f7b93(Jager [Tech] Heroski)->예거 [테크] 헤로스키
bdc8737a(Maxfield [Maxfield] McCracken)->맥스필드 [맥스필드] 맥크라켄
afb99623(Dae-up [Nerd] Kim)->대업 [너드] 김
5c9691ea(Mitchell [Mitch] Henline)->미첼 [미치] 헨라인
9194ca53(Michael [Mike] Chuckles)->마이클 [마이크] 처클스
81a611df(Ge [Gao] Gao)->거 [가오] 가오
afae6c26(Tyler [Harris] Renshaw)->타일러 [해리스] 렌쇼
f406ea23(Florian [Flo] Huelsebusch)->플로리안 [플로] 휠제부쉬
17dbf028(Michael [Toxxy] Toxx)->마이클 [톡시] 톡스
fb94237b(Daniel [Chef] Maaske)->다니엘 [셰프] 마스케
0a59a4dc(Iain [Terra] Thomson)->이언 [테라] 톰슨
56a58f50(David [Dash] Ash)->데이비드 [대시] 애쉬
7dcefe8f(Ademar [Guerriero] Guerriero)->아데마르 [게리에로] 게리에로
5f872169(Francis [Mansfield] Mansfield)->프랜시스 [맨스필드] 맨스필드
d304f57f(Nathan [Nathan] Crawford)->네이선 [네이선] 크로포드
f0719004(Ryan [Ryan] Hollaus)->라이언 [라이언] 홀라우스
b75be273(Benjamin [Ben] Kloster)->벤저민 [벤] 클로스터
28ac25e9(Jacob [Jacob] Gelling)->제이콥 [제이콥] 겔링
f81b29ee(Florian [Flo] Wildfellner)->플로리안 [플로] 빌트펠너
38daa6b7(Besir [Bae] Kurtulmus)->베시르 [배] 쿠르툴무스
03caedc2(Flockig [Fluffy] Bier)->플로키히 [솜털] 비어
b50a55e8(Dennis [Den] Puttgens)->데니스 [덴] 푸트겐스
2d057c68(Ken [Jacoby] Jacoby)->켄 [자코비] 자코비
1f3a0802(Macedonio [Ortega] Ortega)->마케도니오 [오르테가] 오르테가
94bbc390(Viljar [Viljar] Slettli)->빌야르 [빌야르] 슬레틀리
fbff2f09(Connor [Connor] Campbell)->코너 [코너] 캠벨
76e4dbcb(Liam [Liam] Jappsonn)->리암 [리암] 잽슨
2a2e4263(Joshua [Joshua] Grunsfeld)->조슈아 [조슈아] 그룬스펠트
f747116a(Ismail [Mario] Demirel)->이스마일 [마리오] 데미렐
38abba4f(George [Tsam] Tsamadias)->조지 [참] 차마디아스
93cb54dc(Hurd [Man] Man)->허드 [맨] 맨
d276f27b(Robert [Rob] Burton)->로버트 [롭] 버튼
323244d5(Alfred [Almo] Moen)->알프레드 [알모] 모엔
a53097a0(Samuel [Coltan] Clair)->사무엘 [콜탄] 클레어
920b94b7(Kori [Kori] Shewan)->코리 [코리] 셰완
9d9724e4(James [Jake] Rekito)->제임스 [제이크] 레키토
578f4cf4(Luis [Luis] Lao)->루이스 [루이스] 라오
54586d0e(Jeff [Rake] Malek)->제프 [갈퀴] 말렉
db6d4376(Webiston [Web] Barros)->웨비스턴 [웹] 바로스
03c6faaa(So [So] Nguyen)->소 [소] 응우옌
aa4f1cfb(Chris [Evanheart] Evanheart)->크리스 [에반하트] 에반하트
6eee992a(Alexander [Halxtion] Halxtion)->알렉산더 [할크션] 할크션
07646fc3(Graeme [Briggs] Briggs)->그레임 [브릭스] 브릭스
078dad73(Christopher [Chris] Browning)->크리스토퍼 [크리스] 브라우닝
e5e3b2fb(Calvin [Gunn] Gunn)->캘빈 [건] 건
5a433e7b(Alexander [Sasha] Schechter)->알렉산더 [사샤] 셰히터
fb91e04a(James [Jimmy] Gregson)->제임스 [지미] 그렉슨
836365eb(Lucas [Nordbo] Nordbo)->루카스 [노르드보] 노르드보
ec0b34e9(Bob [Robby] Deckert)->밥 [로비] 데커트
9ec3d44d(Alex [Inferno] Mohican)->알렉스 [인페르노] 모히칸
